,match_id,teamId,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald
0,{4366069750},1,Win,True,False,False,False,True,True
1,{4366069750},2,Fail,False,True,False,False,False,False
0,{4366069764},1,Fail,False,False,False,False,False,False
1,{4366069764},2,Win,True,True,True,True,True,True
0,{4366069776},1,Win,False,True,True,True,True,True
1,{4366069776},2,Fail,True,False,False,False,False,False
0,{4366069785},1,Win,True,False,True,False,False,False
1,{4366069785},2,Fail,False,True,False,True,True,True
0,{4366069787},1,Fail,False,True,False,False,True,True
1,{4366069787},2,Win,True,False,True,True,False,False
0,{4366069791},1,Fail,False,True,True,True,False,True
1,{4366069791},2,Win,True,False,False,False,True,False
0,{4366069798},1,Fail,False,False,False,False,False,False
1,{4366069798},2,Win,True,True,False,False,True,False
0,{4366069801},1,Fail,False,False,False,True,True,False
1,{4366069801},2,Win,True,True,True,False,False,True
0,{4366069802},1,Fail,False,False,False,False,False,False
1,{4366069802},2,Win,True,True,True,True,True,True
0,{4366069806},1,Fail,False,False,False,False,False,False
1,{4366069806},2,Win,True,True,False,False,True,True
0,{4366069807},1,Win,True,True,True,True,False,True
1,{4366069807},2,Fail,False,False,False,False,True,False
0,{4366069822},1,Win,True,True,True,False,True,True
1,{4366069822},2,Fail,False,False,False,True,False,False
0,{4366069831},1,Win,False,True,True,False,True,True
1,{4366069831},2,Fail,True,False,False,False,False,False
0,{4366069838},1,Fail,False,True,False,False,False,True
1,{4366069838},2,Win,True,False,True,True,True,False
0,{4366069849},1,Fail,True,False,False,False,False,True
1,{4366069849},2,Win,False,True,True,False,True,False
0,{4366069853},1,Fail,True,True,False,False,True,True
1,{4366069853},2,Win,False,False,True,True,False,False
0,{4366069857},1,Fail,False,True,False,True,True,True
1,{4366069857},2,Win,True,False,True,False,False,False
0,{4366069862},1,Win,True,True,True,True,False,True
1,{4366069862},2,Fail,False,False,False,False,True,False
0,{4366069864},1,Win,True,False,True,False,False,False
1,{4366069864},2,Fail,False,True,False,True,True,True
0,{4366069866},1,Win,False,False,True,False,False,False
1,{4366069866},2,Fail,True,True,False,True,True,True
0,{4366069880},1,Win,True,False,True,True,True,False
1,{4366069880},2,Fail,False,True,False,False,False,True
0,{4366069885},1,Win,True,True,False,False,False,False
1,{4366069885},2,Fail,False,False,False,False,True,False
0,{4366069886},1,Fail,False,False,False,False,True,True
1,{4366069886},2,Win,True,True,True,False,False,False
0,{4366069888},1,Fail,True,False,False,False,True,True
1,{4366069888},2,Win,False,True,True,True,False,False
0,{4366069896},1,Fail,True,False,False,False,False,True
1,{4366069896},2,Win,False,True,True,True,True,False
0,{4366069897},1,Win,True,False,True,True,False,False
1,{4366069897},2,Fail,False,True,False,False,True,True
0,{4366069904},1,Win,True,True,True,False,False,False
1,{4366069904},2,Fail,False,False,False,False,True,True
0,{4366069931},1,Win,False,True,True,True,False,False
1,{4366069931},2,Fail,True,False,False,False,True,False
0,{4366069932},1,Win,True,False,True,True,True,True
1,{4366069932},2,Fail,False,True,False,False,False,False
0,{4366069944},1,Win,True,True,True,False,False,True
1,{4366069944},2,Fail,False,False,False,False,True,False
0,{4366069948},1,Fail,True,False,False,False,True,False
1,{4366069948},2,Win,False,True,True,True,False,False
0,{4366069951},1,Fail,True,True,False,False,False,False
1,{4366069951},2,Win,False,False,True,True,True,False
0,{4366069968},1,Win,True,True,True,False,False,True
1,{4366069968},2,Fail,False,False,False,True,True,False
0,{4366069978},1,Fail,False,False,False,False,True,False
1,{4366069978},2,Win,True,True,True,False,False,True
0,{4366069981},1,Win,True,True,True,False,True,False
1,{4366069981},2,Fail,False,False,False,False,False,True
0,{4366069986},1,Win,False,True,False,True,True,False
1,{4366069986},2,Fail,True,False,False,False,False,True
0,{4366069992},1,Fail,False,False,False,False,False,False
1,{4366069992},2,Win,True,True,False,False,True,True
0,{4366069995},1,Win,True,True,True,True,True,True
1,{4366069995},2,Fail,False,False,False,False,False,False
0,{4366079389},1,Win,True,False,True,True,True,False
1,{4366079389},2,Fail,False,True,False,False,False,True
0,{4366079415},1,Fail,False,False,False,False,False,False
1,{4366079415},2,Win,True,True,True,False,True,True
0,{4366079424},1,Fail,True,False,False,False,False,False
1,{4366079424},2,Win,False,True,True,True,True,True
0,{4366079443},1,Fail,True,False,True,True,False,True
1,{4366079443},2,Win,False,True,False,False,True,False
0,{4366079455},1,Win,True,True,True,False,True,True
1,{4366079455},2,Fail,False,False,False,True,False,False
0,{4366079492},1,Win,False,False,True,True,True,True
1,{4366079492},2,Fail,True,True,False,False,False,False
0,{4366079497},1,Fail,False,False,False,False,True,False
1,{4366079497},2,Win,True,True,True,True,False,True
0,{4366079500},1,Win,True,True,False,False,True,True
1,{4366079500},2,Fail,False,False,False,False,False,False
0,{4366079533},1,Fail,False,False,False,False,True,False
1,{4366079533},2,Win,True,True,True,True,False,True
0,{4366079547},1,Win,False,True,True,False,True,False
1,{4366079547},2,Fail,True,False,False,False,False,True
0,{4366079552},1,Win,True,True,True,True,True,True
1,{4366079552},2,Fail,False,False,False,False,False,False
0,{4366079557},1,Win,True,True,False,False,True,True
1,{4366079557},2,Fail,False,False,False,False,False,False
0,{4366079562},1,Win,True,True,True,False,True,False
1,{4366079562},2,Fail,False,False,False,False,False,True
0,{4366079574},1,Win,True,True,False,False,True,True
1,{4366079574},2,Fail,False,False,False,False,False,False
0,{4366079576},1,Fail,True,False,False,False,True,False
1,{4366079576},2,Win,False,True,True,False,False,True
0,{4366079580},1,Fail,True,False,False,True,True,True
1,{4366079580},2,Win,False,True,True,False,False,False
0,{4366079589},1,Fail,False,False,False,False,False,False
1,{4366079589},2,Win,True,True,True,False,True,True
0,{4366079590},1,Win,False,True,True,True,True,False
1,{4366079590},2,Fail,True,False,False,False,False,True
0,{4366079606},1,Fail,True,True,False,False,True,False
1,{4366079606},2,Win,False,False,False,False,False,True
0,{4366079609},1,Fail,True,False,False,False,True,True
1,{4366079609},2,Win,False,True,True,True,False,False
0,{4366079614},1,Fail,True,True,True,False,True,False
1,{4366079614},2,Win,False,False,False,True,False,False
0,{4366079615},1,Fail,False,True,False,False,False,True
1,{4366079615},2,Win,True,False,True,True,True,False
0,{4366079617},1,Fail,False,False,False,False,False,False
1,{4366079617},2,Win,True,True,False,False,True,True
0,{4366079618},1,Fail,True,False,False,False,False,False
1,{4366079618},2,Win,False,True,True,False,True,True
0,{4366079618},1,Fail,True,False,False,False,False,False
1,{4366079618},2,Win,False,True,True,False,True,True
0,{4366079624},1,Win,True,True,True,True,False,True
1,{4366079624},2,Fail,False,False,False,False,True,False
0,{4366079637},1,Win,True,True,True,False,True,True
1,{4366079637},2,Fail,False,False,False,True,False,False
0,{4366079642},1,Win,True,True,True,False,True,False
1,{4366079642},2,Fail,False,False,False,False,False,False
0,{4366079645},1,Win,True,False,True,True,False,True
1,{4366079645},2,Fail,False,True,False,False,True,False
0,{4366079650},1,Win,True,True,True,False,False,True
1,{4366079650},2,Fail,False,False,False,False,True,False
0,{4366079661},1,Win,True,False,True,False,True,False
1,{4366079661},2,Fail,False,True,False,False,False,True
0,{4366079674},1,Fail,True,True,True,False,False,False
1,{4366079674},2,Win,False,False,False,True,True,True
0,{4366079675},1,Win,False,False,False,False,True,False
1,{4366079675},2,Fail,True,True,False,False,False,True
0,{4366079679},1,Fail,False,True,False,False,False,True
1,{4366079679},2,Win,True,False,True,True,True,False
0,{4366079680},1,Fail,False,True,False,False,True,True
1,{4366079680},2,Win,True,False,True,True,False,False
0,{4366079681},1,Win,True,True,False,True,True,False
1,{4366079681},2,Fail,False,False,True,False,False,True
0,{4366079682},1,Fail,False,True,False,False,False,True
1,{4366079682},2,Win,True,False,False,False,True,False
0,{4366079696},1,Fail,True,False,False,False,False,False
1,{4366079696},2,Win,False,True,True,False,True,True
0,{4366079697},1,Fail,False,False,False,False,False,False
1,{4366079697},2,Win,True,True,True,False,True,False
0,{4366079699},1,Fail,False,True,False,False,True,True
1,{4366079699},2,Win,True,False,True,True,False,False
0,{4366079703},1,Fail,False,False,False,False,True,False
1,{4366079703},2,Win,True,True,True,False,False,True
0,{4366079705},1,Win,True,True,True,True,True,True
1,{4366079705},2,Fail,False,False,False,False,False,False
0,{4366079706},1,Win,True,True,False,False,True,False
1,{4366079706},2,Fail,False,False,False,False,False,True
0,{4366079709},1,Win,True,False,True,False,False,False
1,{4366079709},2,Fail,False,True,False,False,True,True
0,{4366079710},1,Win,True,True,True,False,True,True
1,{4366079710},2,Fail,False,False,False,False,False,False
0,{4366079711},1,Fail,True,False,False,False,True,False
1,{4366079711},2,Win,False,True,True,False,False,True
0,{4366079714},1,Win,False,True,True,True,False,True
1,{4366079714},2,Fail,True,False,False,False,True,False
0,{4366079719},1,Win,False,True,True,False,True,True
1,{4366079719},2,Fail,True,False,False,False,False,False
0,{4366079730},1,Fail,False,True,True,False,True,False
1,{4366079730},2,Win,True,False,False,True,False,True
0,{4366079731},1,Win,True,True,False,False,True,True
1,{4366079731},2,Fail,False,False,False,False,False,False
0,{4366079734},1,Fail,False,False,False,False,False,False
1,{4366079734},2,Win,True,True,True,False,True,True
0,{4366079736},1,Fail,False,False,False,False,True,True
1,{4366079736},2,Win,True,True,True,False,False,False
0,{4366079739},1,Win,False,True,True,True,True,False
1,{4366079739},2,Fail,True,False,False,False,False,True
0,{4366079743},1,Fail,False,True,True,False,True,False
1,{4366079743},2,Win,True,False,False,True,False,False
0,{4366079744},1,Win,True,True,True,False,True,True
1,{4366079744},2,Fail,False,False,False,False,False,False
0,{4366079752},1,Fail,False,False,False,False,False,False
1,{4366079752},2,Win,True,True,True,True,True,True
0,{4366079753},1,Win,True,True,True,False,False,True
1,{4366079753},2,Fail,False,False,False,False,True,False
0,{4366079758},1,Win,True,True,False,False,True,True
1,{4366079758},2,Fail,False,False,True,True,False,False
0,{4366079761},1,Win,False,True,False,False,True,False
1,{4366079761},2,Fail,True,False,False,False,False,False
0,{4366079779},1,Fail,False,False,False,False,False,False
1,{4366079779},2,Win,True,True,False,False,True,True
0,{4366079784},1,Fail,False,False,False,False,False,False
1,{4366079784},2,Win,True,True,True,True,True,True
0,{4366079785},1,Fail,False,False,False,False,False,False
1,{4366079785},2,Win,True,True,False,True,True,True
0,{4366079788},1,Fail,False,False,False,False,False,False
1,{4366079788},2,Win,True,True,True,True,True,True
0,{4366079794},1,Fail,False,True,False,False,True,True
1,{4366079794},2,Win,True,False,True,False,False,False
0,{4366079799},1,Fail,False,False,False,False,True,False
1,{4366079799},2,Win,True,True,True,False,False,True
0,{4366079805},1,Win,True,True,True,False,True,True
1,{4366079805},2,Fail,False,False,False,True,False,False
0,{4366079809},1,Win,False,False,False,False,True,False
1,{4366079809},2,Fail,True,True,True,False,False,True
0,{4366079822},1,Win,True,True,True,True,True,True
1,{4366079822},2,Fail,False,False,False,False,False,False
0,{4366079823},1,Fail,False,False,False,False,False,False
1,{4366079823},2,Win,True,True,False,False,True,True
0,{4366079824},1,Win,False,True,True,False,False,False
1,{4366079824},2,Fail,True,False,False,True,True,True
0,{4366079826},1,Fail,False,False,False,False,False,True
1,{4366079826},2,Win,True,True,True,False,True,False
0,{4366079832},1,Fail,True,False,False,False,False,False
1,{4366079832},2,Win,False,True,False,True,True,True
0,{4366079837},1,Win,True,True,True,False,True,True
1,{4366079837},2,Fail,False,False,False,False,False,False
0,{4366079838},1,Fail,True,False,False,False,False,False
1,{4366079838},2,Win,False,True,True,True,True,True
0,{4366079845},1,Fail,False,False,False,False,True,False
1,{4366079845},2,Win,True,True,False,False,False,True
0,{4366079850},1,Win,True,True,True,False,True,True
1,{4366079850},2,Fail,False,False,False,False,False,False
0,{4366079853},1,Win,True,True,True,True,False,False
1,{4366079853},2,Fail,False,False,False,False,True,False
0,{4366079857},1,Win,False,True,False,True,False,True
1,{4366079857},2,Fail,True,False,True,False,True,False
0,{4366079858},1,Fail,False,False,False,False,True,False
1,{4366079858},2,Win,True,True,False,False,False,True
0,{4366079870},1,Fail,True,False,False,False,False,True
1,{4366079870},2,Win,False,True,True,True,True,False
0,{4366079871},1,Win,True,True,True,False,True,True
1,{4366079871},2,Fail,False,False,False,False,False,False
0,{4366079873},1,Fail,False,False,False,False,True,True
1,{4366079873},2,Win,True,True,True,False,False,False
0,{4366079878},1,Win,False,True,True,True,True,False
1,{4366079878},2,Fail,True,False,False,False,False,False
0,{4366079882},1,Win,True,True,True,False,True,True
1,{4366079882},2,Fail,False,False,False,False,False,False
0,{4366079885},1,Win,False,True,True,True,True,True
1,{4366079885},2,Fail,True,False,False,False,False,False
0,{4366079886},1,Fail,True,True,False,False,True,False
1,{4366079886},2,Win,False,False,True,True,False,False
0,{4366079892},1,Fail,False,False,False,False,False,False
1,{4366079892},2,Win,True,True,True,True,True,True
0,{4366079903},1,Fail,True,False,False,False,True,True
1,{4366079903},2,Win,False,True,True,True,False,False
0,{4366079913},1,Win,False,False,True,False,True,False
1,{4366079913},2,Fail,True,True,False,False,False,False
0,{4366079921},1,Win,True,True,True,True,True,False
1,{4366079921},2,Fail,False,False,False,False,False,True
0,{4366079922},1,Win,True,True,True,False,False,True
1,{4366079922},2,Fail,False,False,False,False,True,False
0,{4366079926},1,Fail,False,False,False,False,True,False
1,{4366079926},2,Win,True,True,True,True,False,True
0,{4366079927},1,Fail,True,True,False,False,True,True
1,{4366079927},2,Win,False,False,True,True,False,False
0,{4366079928},1,Win,True,True,True,False,True,True
1,{4366079928},2,Fail,False,False,False,False,False,False
0,{4366079932},1,Fail,False,False,False,False,False,True
1,{4366079932},2,Win,True,True,True,True,True,False
0,{4366079936},1,Win,True,False,True,True,False,False
1,{4366079936},2,Fail,False,True,False,False,True,True
0,{4366079945},1,Fail,True,True,False,False,True,True
1,{4366079945},2,Win,False,False,True,True,False,False
0,{4366079947},1,Fail,True,False,False,False,False,False
1,{4366079947},2,Win,False,True,True,True,True,True
0,{4366079949},1,Win,True,True,True,True,True,True
1,{4366079949},2,Fail,False,False,False,False,False,False
0,{4366079955},1,Fail,False,False,False,False,False,False
1,{4366079955},2,Win,True,True,True,False,True,True
0,{4366079957},1,Win,True,True,True,False,True,True
1,{4366079957},2,Fail,False,False,False,False,False,False
0,{4366079962},1,Fail,True,True,False,True,True,True
1,{4366079962},2,Win,False,False,True,False,False,False
0,{4366079966},1,Win,False,False,True,False,True,False
1,{4366079966},2,Fail,True,True,False,True,False,True
0,{4366079970},1,Fail,False,False,False,False,False,True
1,{4366079970},2,Win,True,True,True,False,True,False
0,{4366079971},1,Fail,False,False,False,False,False,False
1,{4366079971},2,Win,True,False,False,False,False,False
0,{4366079974},1,Win,True,False,False,False,False,False
1,{4366079974},2,Fail,False,False,False,False,False,False
0,{4366079975},1,Win,False,True,False,True,False,True
1,{4366079975},2,Fail,True,False,False,False,True,False
0,{4366079981},1,Win,True,True,False,True,True,True
1,{4366079981},2,Fail,False,False,False,False,False,False
0,{4366079983},1,Fail,False,False,False,False,True,False
1,{4366079983},2,Win,True,True,False,False,False,True
0,{4366079984},1,Win,True,False,True,False,True,False
1,{4366079984},2,Fail,False,True,False,True,False,False
0,{4366079992},1,Win,True,True,False,True,True,True
1,{4366079992},2,Fail,False,False,False,False,False,False
0,{4366079997},1,Win,False,True,False,False,True,True
1,{4366079997},2,Fail,True,False,False,False,False,False
0,{4366099357},1,Fail,True,True,False,True,False,True
1,{4366099357},2,Win,False,False,True,False,True,False
0,{4366099362},1,Fail,True,True,False,False,False,True
1,{4366099362},2,Win,False,False,True,True,True,False
0,{4366099368},1,Win,True,False,True,False,True,False
1,{4366099368},2,Fail,False,True,False,False,False,True
0,{4366099372},1,Fail,True,False,False,False,True,False
1,{4366099372},2,Win,False,True,False,False,False,True
0,{4366099383},1,Win,True,False,True,True,False,False
1,{4366099383},2,Fail,False,True,False,False,True,True
0,{4366099387},1,Fail,False,False,False,True,True,True
1,{4366099387},2,Win,True,True,True,False,False,False
0,{4366099394},1,Fail,False,False,False,False,False,True
1,{4366099394},2,Win,True,True,True,True,True,False
0,{4366099402},1,Win,True,False,True,True,True,True
1,{4366099402},2,Fail,False,True,False,False,False,False
0,{4366099409},1,Fail,True,True,True,True,False,True
1,{4366099409},2,Win,False,False,False,False,True,False
0,{4366099413},1,Win,False,True,True,False,False,False
1,{4366099413},2,Fail,True,False,False,False,True,True
0,{4366099431},1,Fail,True,False,False,False,False,False
1,{4366099431},2,Win,False,True,False,False,True,True
0,{4366099438},1,Win,True,True,False,False,True,False
1,{4366099438},2,Fail,False,False,False,False,False,True
0,{4366099443},1,Win,False,True,True,True,False,True
1,{4366099443},2,Fail,True,False,False,False,True,False
0,{4366099454},1,Fail,False,True,False,False,False,False
1,{4366099454},2,Win,True,False,True,False,True,True
0,{4366099463},1,Win,False,False,True,True,False,False
1,{4366099463},2,Fail,True,True,False,False,True,True
0,{4366099476},1,Win,False,False,True,True,False,False
1,{4366099476},2,Fail,True,True,False,False,True,True
0,{4366099478},1,Win,True,True,True,True,True,False
1,{4366099478},2,Fail,False,False,False,False,False,False
0,{4366099485},1,Fail,False,False,False,False,False,False
1,{4366099485},2,Win,True,True,True,False,True,True
0,{4366099493},1,Win,False,True,True,True,False,False
1,{4366099493},2,Fail,True,False,False,False,True,True
0,{4366099502},1,Win,True,True,True,True,False,True
1,{4366099502},2,Fail,False,False,False,False,True,False
0,{4366099503},1,Win,False,True,True,False,True,False
1,{4366099503},2,Fail,True,False,False,False,False,False
0,{4366099509},1,Fail,False,True,True,False,False,True
1,{4366099509},2,Win,True,False,False,True,True,False
0,{4366099516},1,Win,False,True,False,False,True,True
1,{4366099516},2,Fail,True,False,False,False,False,False
0,{4366099523},1,Win,False,True,True,False,True,True
1,{4366099523},2,Fail,True,False,False,False,False,False
0,{4366099542},1,Win,True,False,True,False,False,False
1,{4366099542},2,Fail,False,True,False,True,True,True
0,{4366099543},1,Fail,False,False,False,False,False,False
1,{4366099543},2,Win,True,True,False,False,True,True
0,{4366099558},1,Win,True,True,True,False,False,False
1,{4366099558},2,Fail,False,False,False,False,True,False
0,{4366099564},1,Fail,False,False,False,False,False,False
1,{4366099564},2,Win,True,True,False,False,True,True
0,{4366099577},1,Win,True,True,True,False,True,True
1,{4366099577},2,Fail,False,False,False,False,False,False
0,{4366099584},1,Win,False,True,True,True,True,True
1,{4366099584},2,Fail,True,False,False,False,False,False
0,{4366099589},1,Win,False,True,True,False,False,True
1,{4366099589},2,Fail,True,False,False,True,True,False
0,{4366099593},1,Win,True,True,False,False,False,True
1,{4366099593},2,Fail,False,False,False,False,True,False
0,{4366099595},1,Fail,False,False,False,False,False,False
1,{4366099595},2,Win,True,True,True,False,True,True
0,{4366099609},1,Win,True,True,False,False,True,False
1,{4366099609},2,Fail,False,False,False,False,False,False
0,{4366099613},1,Fail,False,False,False,False,True,False
1,{4366099613},2,Win,True,True,True,False,False,True
0,{4366099614},1,Fail,False,False,False,False,True,False
1,{4366099614},2,Win,True,True,False,False,False,True
0,{4366099619},1,Fail,False,False,False,False,False,False
1,{4366099619},2,Win,True,True,True,False,True,True
0,{4366099629},1,Win,True,True,False,False,True,False
1,{4366099629},2,Fail,False,False,False,False,False,True
0,{4366099630},1,Win,True,True,False,False,True,True
1,{4366099630},2,Fail,False,False,False,False,False,False
0,{4366099673},1,Fail,False,False,False,False,False,False
1,{4366099673},2,Win,True,True,True,True,True,True
0,{4366099676},1,Fail,False,True,False,False,False,False
1,{4366099676},2,Win,True,False,True,True,True,True
0,{4366099677},1,Win,False,True,True,True,False,False
1,{4366099677},2,Fail,True,False,False,False,True,True
0,{4366099679},1,Fail,True,False,False,False,False,False
1,{4366099679},2,Win,False,True,True,True,True,True
0,{4366099690},1,Win,True,True,True,False,True,True
1,{4366099690},2,Fail,False,False,False,True,False,False
0,{4366099693},1,Fail,False,False,False,False,False,False
1,{4366099693},2,Win,True,True,False,False,True,True
0,{4366099699},1,Fail,True,True,False,False,False,True
1,{4366099699},2,Win,False,False,True,True,True,False
0,{4366099700},1,Fail,True,False,True,False,False,False
1,{4366099700},2,Win,False,True,False,True,True,True
0,{4366099707},1,Fail,True,False,False,False,False,False
1,{4366099707},2,Win,False,True,True,True,True,True
0,{4366099708},1,Fail,True,True,False,False,True,False
1,{4366099708},2,Win,False,False,True,False,False,True
0,{4366099712},1,Win,True,True,True,False,True,True
1,{4366099712},2,Fail,False,False,False,False,False,False
0,{4366099716},1,Fail,False,True,False,False,False,False
1,{4366099716},2,Win,True,False,True,False,True,False
0,{4366099723},1,Win,True,True,False,False,True,True
1,{4366099723},2,Fail,False,False,False,False,False,False
0,{4366099725},1,Fail,True,True,False,False,True,True
1,{4366099725},2,Win,False,False,True,True,False,False
0,{4366099735},1,Win,True,False,False,True,False,False
1,{4366099735},2,Fail,False,True,True,False,True,True
0,{4366099739},1,Win,True,True,True,True,False,False
1,{4366099739},2,Fail,False,False,False,False,True,True
0,{4366099740},1,Win,True,True,True,False,False,True
1,{4366099740},2,Fail,False,False,False,False,True,False
0,{4366099753},1,Win,False,True,True,True,True,True
1,{4366099753},2,Fail,True,False,False,False,False,False
0,{4366099754},1,Fail,True,False,False,True,False,False
1,{4366099754},2,Win,False,True,True,False,True,True
0,{4366099757},1,Fail,False,False,False,False,False,False
1,{4366099757},2,Win,True,True,False,False,True,True
0,{4366099767},1,Win,True,True,False,False,False,True
1,{4366099767},2,Fail,False,False,False,False,True,False
0,{4366099768},1,Fail,False,False,False,False,False,False
1,{4366099768},2,Win,True,True,True,True,True,True
0,{4366099772},1,Fail,False,True,False,False,False,False
1,{4366099772},2,Win,True,False,True,True,True,True
0,{4366099776},1,Fail,False,False,False,False,False,False
1,{4366099776},2,Win,True,True,True,True,True,True
0,{4366099780},1,Win,True,True,True,False,True,True
1,{4366099780},2,Fail,False,False,False,False,False,False
0,{4366099799},1,Fail,True,False,False,True,False,False
1,{4366099799},2,Win,False,True,True,False,True,False
0,{4366099807},1,Win,True,True,True,True,True,False
1,{4366099807},2,Fail,False,False,False,False,False,False
0,{4366099808},1,Win,True,True,True,True,True,True
1,{4366099808},2,Fail,False,False,False,False,False,False
0,{4366099812},1,Fail,False,False,False,False,True,False
1,{4366099812},2,Win,True,True,True,False,False,True
0,{4366099818},1,Win,False,True,True,False,False,True
1,{4366099818},2,Fail,True,False,False,False,True,False
0,{4366099822},1,Win,True,True,True,False,True,False
1,{4366099822},2,Fail,False,False,False,False,False,True
0,{4366099830},1,Fail,True,False,False,False,False,False
1,{4366099830},2,Win,False,True,False,False,True,True
0,{4366099834},1,Fail,True,True,False,False,False,False
1,{4366099834},2,Win,False,False,False,False,True,True
0,{4366099842},1,Fail,True,False,False,False,True,False
1,{4366099842},2,Win,False,True,True,True,False,False
0,{4366099843},1,Win,False,True,False,True,True,True
1,{4366099843},2,Fail,True,False,False,False,False,False
0,{4366099854},1,Fail,False,False,False,False,False,False
1,{4366099854},2,Win,True,True,False,False,True,False
0,{4366099858},1,Fail,True,False,False,False,False,False
1,{4366099858},2,Win,False,True,True,False,True,True
0,{4366099864},1,Win,True,True,True,False,False,False
1,{4366099864},2,Fail,False,False,False,False,True,True
0,{4366099868},1,Fail,False,False,False,True,False,True
1,{4366099868},2,Win,True,True,True,False,True,False
0,{4366099872},1,Win,False,True,True,False,False,True
1,{4366099872},2,Fail,True,False,False,False,True,False
0,{4366099886},1,Fail,True,False,False,False,False,False
1,{4366099886},2,Win,False,True,True,False,True,True
0,{4366099888},1,Fail,True,True,False,False,False,False
1,{4366099888},2,Win,False,False,True,True,True,True
0,{4366099889},1,Fail,True,False,False,False,False,False
1,{4366099889},2,Win,False,True,True,False,True,True
0,{4366099892},1,Win,True,True,True,False,True,True
1,{4366099892},2,Fail,False,False,False,False,False,False
0,{4366099898},1,Win,False,True,True,True,True,True
1,{4366099898},2,Fail,True,False,False,False,False,False
0,{4366099900},1,Fail,False,False,False,False,False,False
1,{4366099900},2,Win,True,True,True,False,True,True
0,{4366099902},1,Win,False,True,True,False,True,True
1,{4366099902},2,Fail,True,False,False,True,False,False
0,{4366099903},1,Fail,True,True,False,False,True,False
1,{4366099903},2,Win,False,False,True,False,False,False
0,{4366099914},1,Win,True,True,False,False,False,True
1,{4366099914},2,Fail,False,False,False,False,True,False
0,{4366099915},1,Win,False,False,False,False,False,False
1,{4366099915},2,Fail,True,True,False,False,True,True
0,{4366099916},1,Win,True,True,False,False,True,False
1,{4366099916},2,Fail,False,False,False,False,False,False
0,{4366099918},1,Win,True,False,True,True,False,True
1,{4366099918},2,Fail,False,True,False,False,True,False
0,{4366099924},1,Win,False,False,True,False,False,False
1,{4366099924},2,Fail,True,True,False,False,True,True
0,{4366099928},1,Fail,True,False,False,False,False,False
1,{4366099928},2,Win,False,True,True,True,True,True
0,{4366099940},1,Fail,False,True,True,False,False,False
